likes,age,themes,has_question,text
0,2 months ago (edited),just_take_niacin|storage_heat|placebo,1,wait sorry im dumb so does it turn into the acid or nicotinamide... or both? cause if it turns into nicotinamide thats actually funny cause i was worried about  nmn just being a 50$ vitamin b3 pill but if it just does that anyway no wonder it still works? cause the bottle i bought where past expiration....  (i got refunded) but anyway  when nmn expires or degrades as far as i can tell through what little research i did it just turns into vitamin B3 nicotinamide i probably shouldnt take anymore.. but i can also still feel the  effects cause i tried one anyway weather its placebo or not idk.. but its g02 max from coach greg  im not sure if its the massive B12 because as he was talking about it when people were becoming crazy for it lol  saying NMN requires b12 to work. so theirs like 10000% b 12 in their but it messes with your heart.... idk how or why but as a fat man  who hasnt takin it in a year  my heart rate was spiking as ive been gaining weight again but after that pill. i mean my heart rate slowed endurance went up even with the expired pill? i know placebo is a powerful effect but idk... lol  i didnt believe it the first time i took it either but... i still rememeber i went from walking 2 miles when i was losing weight too 3-4 after taking it the endurance effects were real from something in that pill
0,3 weeks ago,,0,The fact that you manufacture a way to mention Micro Vitamin in every video is just SO distasteful.
0,4 months ago,authority_trust,0,Anything from Sinclair should be disregarded. We should stop giving him attention.
0,4 months ago,price_value,0,No one wants to see cheap AI slop inserts.  Stick to you and the science
0,4 months ago,,0,ai footage..automatic dislike!
0,4 months ago,,0,"I KNEW YOU WERE WRONG THE MOMENT YOU SAID IT! . . . . . . I WILL STILL TAKE BOTH, NMN AS WELL AS, TRIGONELLINE. . . . ."
0,4 months ago,,1,First?
0,13 days ago,authority_trust,0,Sinclair is an obvious snake oil salesman.
0,4 months ago,,0,Why does he sounds like he swallowed two goose and it is trying to speak through that
0,4 months ago,,0,"Anybod dont let you be decived by this bullshit, nmn is a miracle substance. This is so dumb i cant beliefe it."
0,4 months ago,benefit_recovery,1,"I’m totally sick of hearing that this war is being run by Donald Trump. That’s clearly not true. At this stage the independent media is looking as lame as the Democrats and the mainstream media. All we’re getting is “Oh dear, isn’t he awful ?” TRUMP IS NOT DOING THIS. He is an infantile buffoon FOR A REASON. He IS the distraction. For God’s sake, enough of the hand-wringing and righteous angry judgements ! Find and expose WHO IS ACTUALLY RUNNING THIS SHOW. This YouTube  is just cathartic drama for dopamine, and career building."
0,4 months ago,price_value|authority_trust,0,"Sinclair is a scam artist. He is trying to do the same thing with NMN and MetroBiotech as he did with Resveratrol and Sirtris (and GSK). Sirtris was founded in 2004, sold in 2008 to GSK for $720m and was shelved.  Some biological pathway work, grabs up patents around it, gets a handful of preclinical candidates… sell sell sell the company based on your Harvard and research background. He doesn’t care if he knows the biological mechanism is not quite worked out.  That’s his whole thing.   Get people to trust his expertise and buying his company based upon his academic background."
0,1 year ago,,0,""" THIS WOULD BE A CRIMINAL ACT !!!!!!!!!!!!!!!!"
0,2 years ago,fda_ban,0,This is why we need to expand the longevity movement until the FDA complies.
0,3 years ago,benefit_energy,0,M&M has given me a lot of energy aswell.
0,3 years ago,fda_ban,0,Did with GHB and NAC and TA-1; it is the MO of the FDA
0,3 years ago,fda_ban,0,It's most as ridiculous as the fda banning vitamin c or zinc
0,3 years ago,,0,I wish people would learn how to gatekeep😒
0,3 years ago,fda_ban,1,Why thank David?  He is on the Board of the company leading the charge that made the FDA ban it.
0,3 years ago,form_absorption|fda_ban,0,"I suggest stockpiling coconuts, just in case someone wants to sell coconut powder as a drug and therefore the FDA bans coconuts."
0,3 years ago,fda_ban,1,Supposed to be banned? That can be found on all internet
0,1 year ago,fda_ban,0,banned ultimate orange because the efferdrene was very effective 😊
0,2 years ago,authority_trust,0,I suppose Dr David Sinclair decided he could make some money from this venture and restrict the sale to pharmaceutical companies and thereby limiting access to NMN to the general public.  Now I know where his heart is.
0,3 years ago,fda_ban,0,FDA should not have the power to ban anything. These body's should only advise and research.
0,1 year ago,,0,If they ban it definitely take it.
0,1 year ago,,0,I was wondering what happened because I have a whole bottle of it so it’s safe to take
0,3 years ago,,0,Glad it’s not band in japan
0,1 year ago,fda_ban|age_gate,0,NS video. This video is 2 years old and it's not banned.
0,2 years ago,,0,Ban Sugar And Seed Oils Not NMN
0,1 year ago,,0,Sounds like something I need.
0,3 years ago,fda_ban,0,FDA is representative of big business not the people
0,3 years ago,,0,"Find it naturally in foods,nature is always better."
0,2 years ago,benefit_energy,0,I’m buying NMN easily online. My doctor recommended it to me and it worked immediately to restore my energy. After only one week I’m wondering how many more benefits I can look forward to.
0,3 years ago,authority_trust,0,I wonder about Dr Sinclaire.
0,2 years ago,,0,I can't get any more
0,3 years ago,,1,"If NAC is being recommended and don’t want you to know, guess who is the right one?"
0,2 years ago,fda_ban,1,"What's Worse The NIH, FDA, CIA, FBI, WHO, ?"
0,3 years ago,fda_ban,0,They banned GH3....the FDA needs to be replaced asap
0,1 month ago,,0,An organization that wants to keep you sick wants to ban this. Keep that in mind.
0,3 years ago,,0,Excellent!
0,3 years ago,,0,All that means is you can’t sell it as a supplement or health product. It is still legal to buy n use
0,1 year ago,just_take_niacin,0,"So just take B3 and NAD+ while eating a salad made of avocado, cucumber, broccoli, and cabbage."
0,1 year ago,,0,Must keep it.  It is fantastic
0,2 years ago,,0,They want MONEY for drugs and not as supplements for all.
0,2 years ago,,0,Def buying me this now!!!
0,3 years ago,fda_ban,0,FDA sees the profit potential! It’s all about the money!
0,3 years ago,tmg_methyl,1,Can you tell me more about Methylene Blue?
0,2 years ago,,0,Pharmaceutical companies trying to keep people from helping themselves. Thanks government for all your help.
0,2 years ago,price_value,0,$1.99 Thanks!
0,3 years ago,,0,"They did this with red yeast, and eventually lost. DSHEA should protect this if it is found in food products."
0,3 years ago,,0,I’ve been taking NMN for a couple of weeks. Hopefully they don’t go through with the ban. But we all know the all mighty dollar will be the deciding factor. There’s petitions you can sign and send to your state’s representatives. All you need to do is put some info on there. It’s already filled out with a statement. People care but rarely care enough to take 5 minutes to send something to their states rep.
0,3 years ago,,0,LIKE 👍 👌 💛 THANKS
0,3 years ago,,0,its because of good ol fashioned corruption
0,1 year ago,nmn_vs_nr_nad,1,What about NMNH?
0,3 years ago,,1,Anyone know the shelf life of NMN pills?  I’m thinking about stocking up.
0,1 year ago,,1,You all realise this is just a marketing ploy to make you buy it? Nobody is talking about banning it
0,1 year ago,just_take_niacin,0,How can you ban vitamin B3
0,3 years ago,fda_ban,0,"It's great, that's why is banned."
0,2 years ago,dose,1,Dr. How to take prebiotic and nmn? And dosage?
0,3 years ago,,0,Thank you for the upload (Liked/shared/subscribed) it will help me in further research on this subject.
0,3 years ago,,1,"Still don't know what it is, other than that its contained in natural foods like avocados! ...?"
0,3 years ago,,0,Good info Dr Yang!
